1310_1,I'm not asking Microsoft to Gives permission like Android so any app can take my,1
1312_1,somewhere between Android and iPhone.,0
1313_1,And in the Windows Store you can flag the App [Requires Trust] for example.,0
1313_2,"Many thanks Sameh Hi, As we know, there is a lot of limitations is WP8 OS due th",0
1313_3,The idea is that we can develop a regular app and we request our permissions in,1
1316_1,Please add this simple and extremely helpful feature.,1
1318_2,Why not let us have several pages that we can put tiles on and name whatever we,1
1319_1,The Idea is if user running our app and by any reason he rebooted the phone so i,1
1319_2,Add support for the biometric framework from windows 7/8 to allow hardware manuf,1
1319_6,It would be more natural to allow the physical search key to activate the search,1
1319_7,Allow platform built-in camera and video apps to use increase and decrease volum,1
1319_8,On WP8 add optional support to hook these hardware keys press events for the len,1
1319_9,I believe there needs to be a marking system in the OS like the option of markin,1
1319_10,"If I intend to delete several files(photos, songs) there should be an easier way",1
1319_12,"You can put other apps in one folder, and put on startscreen like a tile.",1
1320_1,"This is total uncomfortably, i think about give to user, a choose what he want t",0
1321_1,It would be awesome.,0
1321_2,Make it so that you have to enter a password for apps of your choice,1
1324_1,"Big files can't be transfered using skydrive, it is not praticle!",0
1325_3,It would be an improvement if they displayed as graphic Smilies instead.,1
1328_1,The UserControl should run in the context of the application that created the Al,1
1328_3,Need an option to remove unused variables in cs file for re factoring.,1
1329_1,Use the usb as removeable disk,1
1329_2,Pls introduce pattern lockscreen like android.,1
1330_4,Only after repairing the installation will the emulator work.,0
1330_5,If I close the emulator and try to run it again.,0
1330_6,It fails with a uninformative message indicating deployment failed.,0
1330_7,"information on the screen locked, temperature, news of facebook and Twitter and",0
1330_8,Search text,0
1330_9,I wish api's for save photos in camera roll in png format; not only as lossy jpe,1
1330_10,"Having native access to OpenCL or C++ AMP support would be nice to have, especia",1
1330_11,Please help me I'm Ahmed from Iraq I wanna get Arabic keyboard in my WP please !,0
1330_12,When an application has problems or when a problem is detected in advance by the,0
1330_13,This way we can give a satisfaction to all who buy or evaluate our applications.,0
1330_14,This communication channel can use the Bing Translator to generate the statement,1
1330_15,I believe it is a feature that will cherish Microsoft to customers and that demo,0
1330_16,"In some cases missing answer key after unlock, when phone is locked, also missin",0
1330_24,What I am asking for is some key that will act like the Screenshot->Capture comm,1
1330_25,Even something as simple as ctrl+S would be a godsend for me.,1
1331_1,"If I am lucky I can do it before my character dies, even then though the player",1
1332_1,"Please allow users to view comments in office docs i.e word, ppt, excel....also",1
1335_1,Provide a single link to retrieve all the applications by a specific Publisher l,1
1336_2,Please show the scrollbars in the WebBrowser control.,1
1337_2,There are times when this is greatly needed!,0
1337_3,"The other smartphone platforms like Android, iOS and Blackberry supports launchi",0
1338_1,This is really important when a same organisation develops multiple apps and wan,0
1338_2,"If this feature will be implemented without affecting the security model of WP,",0
1338_3,I keep getting birthday notifications a day too early.,0
1339_1,the date in the peoplehub does not align with the calendar.,0
1339_2,"With WP7 we have the unique ability to offer Trails for Paid Apps, which is grea",0
1342_1,"However, it would be nice if developers could offer Free Apps with a possibility",1
1342_2,"Some devs do the workaround and offer a Paid app, with the trial version having",0
1342_3,"However, this workaround has the disadvantage of the app not apprearing in the '",0
1343_1,"Therefore, it would be great if devs could put apps in the marketplace offering",1
1343_3,"The price could be splitted 30-70 just like with paid apps, just with the differ",1
1344_2,The current process is very lengthy and costly for non US developers.,0
1344_3,Why can't Microsoft simplify it?,0
1345_1,Make it similar if not the same as Google!?!?!,1
1346_1,"Having read through the cumbersome process, I am more incline to build FREE apps",0
1348_1,Having to deal with physical paperwork (sending it back and forth) is a step bac,0
1348_2,There are heaps and HEAPS of really good developers outside of US who really wan,1
1348_4,"It would be really helpful if, for example, a developer makes an app that takes",1
1349_1,This API proposal would enable the user to select from many ringtones already av,0
1350_1,If you try to copy-paste multiple recipient number to the To: box in the messagi,0
1353_3,Even as a developer we can create most of the apps for individual users that is,0
1353_4,If we need to target corporates then then we would need more APIs for device man,1
1353_5,Make some usefull app that run ussd code....,1
1353_6,Please allow the access to Gmail's Todo list sync when a google account is added,1
1353_7,"Under calendar I see the todo list of hotmail and I like it, it would be great i",1
1353_8,"Hi, the biggest icon size requited is 200x200 bit in the Marketplace single App",0
1353_9,You can't add/update/delete alarms or reminders from a BackgroundAgent.,0
1353_10,It'd be great if we at least has the ability to change/edit reminders and alarms,1
1356_2,And I want to get that response to my app to hanle it.,0
1357_2,It would be very useful to be able to change the names that my apps appear as wh,1
1358_5,Developers must be given additional enumeration values in Socketype and Protocol,1
1358_6,Allow to create Alert and Reminder from Background Task execution.,1
1358_13,Allow Orientation=horizontal on a listbox I would like to use the selectionchang,1
1359_6,As the heading says provide tools to prevent users from reinstalling apps rather,1
1361_2,"As half the point of my app is the information on the live tile, I'd like to hav",1
1361_8,Disable the feature entirely.,1
1361_10,Detect when there is a screen shot attempt so we can programmatically not displa,1
1361_15,"Like Android we need Phone level events like (SMS received/sent event, Camera ON",1
1363_3,I would like a phone remote in windows 8.,1
1366_2,"Once a application is installed in WP, there should be some way to run that appl",1
1368_1,"Specifically, we will want the ability to have selective enabling of application",0
1369_1,"on newer hardware, they switch to the newer profile.",0
1369_2,"Barring that, at least allow for merged listings for WP7 and WP8 versions so tha",1
1370_1,"Or, you could just support the native SDK/Direct X on WP7.",1
1371_1,I'll take that over the previous two.,0
1372_1,"Barring that, at least allow for merged listings for WP7 and WP8 versions so tha",1
1373_1,The concept explains itself well in below blogpost: WinRT Transitions _æ_ Creati,0
1374_1,Using Vodafone GSM and the used data includes Unicode characters thus whole mess,0
1374_2,"i could imagine, that in the same way the sms-icon is shown on the lockscreen, a",0
1375_1,"Add an option to delete future appointment in Calendar and preserve previous, wh",1
1375_2,Platform should provide access to call log so you can create applications which,1
1375_3,"The customized unlock apps are very popular on android and symbian, we hope that",1
1376_2,"At the moment, there is 1-to-1 relation between companies and countries.",0
1376_3,It's OK for small business but what about bigger one?,0
1376_4,We have several dev-centers in 3 countries and extra sales-offices in more count,0
1376_5,"Same time, WP7 registration intends we MUST use 1 country only.",0
1380_14,These descriptions also appear differently depending on where they are being vie,0
1380_15,"The Update Description field has a documented purpose, but then in the forums I",0
1380_16,Please provide a way to 1) predictably introduce newlines into the description f,0
1380_17,Please provide a way to 1) predictably introduce newlines into the description f,1
1381_1,Quicker way to go to the bottom of the metro screen to view tons of pined apps.,0
1381_2,I currently develop for Android and iOS.,0
1381_3,"I am interested in developing for Windows Phone, but would need a device, to pay",0
1381_4,"That involves a lot of time, which is a large risk to smaller development compan",0
1382_1,"If Microsoft created some incentives, like a free device (Blackberry did this) a",1
1382_2,I would jump at the opportunity to adapt my apps for Windows Phone if Microsoft,1
1383_1,Cant use keyboard in landscape mode in some app,0
1383_2,You would finally be able to add and customize your alert and text sounds!,0
1383_5,Of course each app would have permission accepted by user and each app would hav,0
1383_6,It would be nice to see Windows Phone move to optional vector based icons instea,1
1383_7,This would allow the application bar (or appbar) to resize if say HD screens wer,0
1383_8,"Ideally, users would only need 2 icons for the marketplace: 'Tile' (contains the",0
1383_9,Appbars could be created at 48x48 and resized as needed.,0
1383_10,"I know this is a pain on developers that are not designers or have designers, bu",1
1386_2,It would be nice to be able to delete a cert you have uploaded.,1
1391_1,"I'd like to be able to decorate my home screen by pinning my favorite photos, di",1
1395_1,Allow users to organize tiles into separate hubs.,1
1395_3,A secondary start hub I can use to store occasionally used apps would be good.,1
1395_4,An automated hub for recently used apps would also be good.,1
1398_1,Please allow the access to phone filesystem.,1
1399_1,It would be a great benefit if the developers can manipulate the sdcard resource,1
1404_1,"HP have the ePrint functionality, Apple the Airprint.",0
1404_2,Can you not make connection to these devices possible?,0
1404_4,I want to give a textbox a placeholder text.,0
1404_5,This now requires creating a custom control.,0
1404_6,I want this to be available out of the box.,0
1404_7,"Oh, and I want the option to create labels for the textbox.",0
1404_8,Provide the access to pictures in PhotoChooser and Camera Roll in emulator,1
1404_9,Since the easiest way to get hold of files to be used in programs is by download,0
1404_10,FTP is still one of the most used protocols for retrieving files.,0
1404_11,And using a proxy is not always an options since some of us would like to be abl,0
1404_12,"IMAP idle for push emails and sync read, forward and answered mails plus sync se",0
1404_13,Email for business is very impotant!,0
1404_14,"For all the guys & girls over the 45 years old, de need a really big clock in th",0
1404_15,Thanks (sorry about my english).,0
1405_1,Positioning cursor is almost imposible,0
1406_1,WP should support ussd menu and umb as well,1
1407_1,"Once removed the Metro interface looks good from a desktop app, but on the mobil",0
1407_2,"When the volume is in the rang 01-09, the volume does not decrease.",0
1407_4,Continuing my prior post about allowing us to explicitly flip secondary live til,1
1408_1,Perhaps these two ideas are combined and you define which action to take when cr,1
1408_2,"That would really make LiveTiles 'Live' which now, they kind of aren't and were",0
1409_1,"Coming from iOS, when we did see that, we scrapped two apps we were going to rel",0
1409_2,(A third was scrapped because of the inability to do location tracking in a back,0
1409_3,"Since it's user-initiated, it wouldn't drain_æ_ more",0
1409_4,In the Schedule Namespace ist isn't possible to have access to the Media Library,1
1411_1,"Another thing is, to have the possibility to modify the Notification, wich is sh",1
1413_1,"We need to open our Application, or to overwrite the notify to costumize it to g",0
1414_1,"Extend the API to query phone volume and vibration settings, maybe even set them",1
1418_1,Please provide validation templates for WindowsPhone controls.,1
1419_2,"However, not everybody has a physical device, so having those experiences in the",1
1419_3,"Would be nice and useful to have email messages grouped by date, same as contact",1
1421_1,For sharing audio and video there should be a very plain possibility to share st,1
1421_3,Perhaps that could be available as Toolkit in codeplex.com.,1
1422_1,There needs to be an Alpha Test mechanism available.,1
1424_1,Since the beta test versions I recently submitted have been waiting for certific,0
1424_2,My boss is not a developer and has no development tools but absolutely needs to,0
1425_1,If the Beta program certified apps in a day then this might not be a problem.,0
1425_2,"As it is, it is hardly usable as a beta test program since our customers also ne",0
1426_1,"We need support special multitasking tasks, like VOIP and IM!",0
1426_2,"We can't create good apps for this services without this API, looks on your Skyp",0
1426_3,iOS already has this API's!,0
1428_2,"Volume on headphone, when phone rings while listening to a song, raise to max vo",0
1429_1,Multi-select on Zune to delete Albums or to create a playlist,0
1429_2,Read/write accsess to email sync settings could enable applications to create cu,0
1429_3,Implement Soundwave touchless api on the phone for touch free Metro.,1
1429_4,Microsoft boffins showed how they can use audio via the speaker and microphone a,0
1429_5,I want to use that on the Phone for some games.,0
1429_7,"In the submission process, publishers should be able to check a box for apps tha",1
1429_8,"This should flag a feature in the marketplace, when an app is being downloaded,",0
1429_9,"In WP7 you can add multiple accounts of different types (Live, Google, Facebook,",0
1430_1,It would be nice to be allowed to get basic information about these accounts.,1
1431_1,"For example, get a list of all email accounts and for each account report the nu",0
